names,wkt_geom,type
Таировские вина|пгт Таирово|институт Таирова,"POLYGON((30.7362348 46.4726365, 30.7363434 46.472628, 30.736361 46.4727345, 30.7362524 46.472743, 30.7362348 46.4726365))",street
Таксопарк,"POLYGON((30.7077708 46.4729408, 30.7078501 46.4726661, 30.7080882 46.4726708, 30.7080974 46.4724477, 30.7084367 46.4724543, 30.7085164 46.472169, 30.7093754 46.4722444, 30.709478 46.4732227, 30.7097959 46.4732008, 30.7098783 46.4738409, 30.7070993 46.473917, 30.7070673 46.4734376, 30.70776 46.473422, 30.7077708 46.4729408))",street
Танкерная,"LINESTRING(30.7359053 46.4350725, 30.7383924 46.4348187)",street
Танкистов,"POLYGON((30.681161 46.4634433, 30.6760258 46.4647053, 30.674528 46.4652208, 30.6710649 46.4674327, 30.681161 46.4634433))",street
Тарутинская,"LINESTRING(30.6839355 46.4915939, 30.6800767 46.4919754)",street
Творческая,"LINESTRING(30.645385 46.4725687, 30.6517648 46.4678655)",street
Телекарт,"POLYGON((30.7323944 46.3988738, 30.7316667 46.3986987, 30.7319954 46.3979525, 30.7328041 46.398082, 30.7323944 46.3988738))",street
Тенистая,"LINESTRING(30.7592618 46.4303525, 30.7589003 46.4305196, 30.7569365 46.4335961, 30.7543454 46.4370168, 30.7534383 46.4394977)",street
Тепличная,"LINESTRING(30.6762806 46.5220711, 30.6736007 46.521236)",street
Терешковой,"LINESTRING(30.7250673 46.4269277, 30.716757 46.4322368, 30.7022223 46.4385763)",street
Тещин мост,"POLYGON((30.7381761 46.4905405, 30.736417 46.4904957, 30.7364171 46.4904615, 30.7381788 46.4904847, 30.7381761 46.4905405))",street
Тираспольская,"LINESTRING(30.7236374 46.4754928, 30.7237776 46.4755711, 30.7246124 46.4760459, 30.7261811 46.4769382, 30.7281938 46.4780838, 30.7297346 46.4789604, 30.7314085 46.4799134, 30.732074 46.4803569)",street
Тираспольское шоссе,"POLYGON((30.6126785 46.4866513, 30.6120222 46.4911459, 30.6139973 46.4914609, 30.6126785 46.4866513))",street
Тихая,"POLYGON((30.7025938 46.4983771, 30.705595 46.4948332, 30.7059167 46.4937257, 30.7025938 46.4983771))",street
Токио,"POLYGON((30.7340574 46.4657472, 30.7353877 46.4656468, 30.7354409 46.4659454, 30.734042 46.4660471, 30.7340574 46.4657472))",street
Толбухина,"POLYGON((30.72798 46.4292289, 30.7278719 46.429157, 30.7277484 46.429075, 30.7281503 46.4293094, 30.72798 46.4292289))",street
Толстого,"POLYGON((30.7221586 46.4787822, 30.7221478 46.4787806, 30.7222101 46.4786211, 30.7221586 46.4787822))",street
Томатная,"LINESTRING(30.6707141 46.463934, 30.6746167 46.4648483)",street
Тополева,"LINESTRING(30.7288373 46.4105248, 30.7205884 46.4094172)",street
Торговая,"LINESTRING(30.7198244 46.484014, 30.7309895 46.4906336, 30.7323425 46.4920163)",street
Тракторная,"POLYGON((30.6446332 46.4752659, 30.6448143 46.4755323, 30.6528178 46.4784423, 30.6446332 46.4752659))",street
Транспортная,"LINESTRING(30.7288285 46.4535785, 30.73236 46.4533669)",street
Трасса здоровья,"LINESTRING(30.7632836 46.4758774, 30.7609085 46.4669513, 30.7611568 46.4637699, 30.7629851 46.4599048, 30.7662225 46.4556477, 30.7676088 46.4534662, 30.7700071 46.449167, 30.770458 46.4474241, 30.7711018 46.4421825, 30.7713016 46.439244, 30.7706281 46.4377468, 30.7706586 46.4355966, 30.7690419 46.4313655, 30.7658737 46.427672, 30.7657389 46.4276115)",street
Троицкая,"LINESTRING(30.7316602 46.477339, 30.7497263 46.4759731)",street
Трудовая,"LINESTRING(30.7370341 46.4359551, 30.7413555 46.4355364)",street
ТРЦ Fontan Sky|ТРЦ Фонтанский,"POLYGON((30.7411374 46.4596209, 30.7421111 46.459546, 30.7421985 46.4601243, 30.7419607 46.4601383, 30.742213 46.4621555, 30.7417363 46.4621849, 30.7415993 46.4613341, 30.7414031 46.4612581, 30.7413276 46.4607708, 30.7414636 46.4607608, 30.7412237 46.4604316, 30.7411374 46.4596209))",street
Тульская,"LINESTRING(30.7125176 46.4072588, 30.719954 46.4082569)",street
Тургенева,"LINESTRING(30.6972724 46.4833782, 30.7002471 46.48305)",street
Туристская,"LINESTRING(30.6962063 46.4459881, 30.6949413 46.4447218, 30.69467 46.4442413, 30.6945596 46.4439684, 30.694644 46.4421411)",street
ТЦ Европа,"POLYGON((30.7377943 46.4840136, 30.7374294 46.4840396, 30.7373152 46.4835863, 30.737658 46.4835629, 30.7377943 46.4840136))",street
ТЦ Таировский,"POLYGON((30.724654 46.3909198, 30.7240934 46.3910267, 30.723985 46.3907389, 30.7246957 46.3906618, 30.724654 46.3909198))",street
ТЮЗ,"POLYGON((30.7337239 46.4833254, 30.7337485 46.4834962, 30.733975 46.4833517, 30.7340032 46.4835478, 30.7335594 46.4835778, 30.7334973 46.4831509, 30.7339415 46.4831196, 30.7339688 46.4833087, 30.7337239 46.4833254))",street
Угловая,"POLYGON((30.669596 46.4648191, 30.6710034 46.4671831, 30.6695968 46.468145, 30.669596 46.4648191))",street
Узикова|Гудовича,"LINESTRING(30.6982402 46.5004138, 30.6961925 46.5017613, 30.6891852 46.5023478, 30.6877052 46.5027503, 30.6855888 46.503685)",street
украинский театр,"POLYGON((30.7267356 46.490311, 30.7273485 46.4906812, 30.726877 46.4910313, 30.7269276 46.4908923, 30.7264047 46.4905791, 30.7267356 46.490311))",street
Улитина,"LINESTRING(30.6437176 46.4728413, 30.652475 46.4664018)",street
Улица Толбухина,"POLYGON((30.728906 46.4293988, 30.7294976 46.4292096, 30.7292828 46.429458, 30.728906 46.4293988))",street
Уманская,"LINESTRING(30.6459763 46.4729591, 30.6525005 46.4681926)",street
Умка,"POLYGON((30.7954125 46.5908923, 30.7957424 46.5906974, 30.796166 46.591036, 30.795836 46.5912309, 30.7954125 46.5908923))",street
Урожайна,"LINESTRING(30.751873 46.4206136, 30.7506383 46.4241048)",street
Урожайная,"LINESTRING(30.6431009 46.4658128, 30.6364487 46.4653617)",street
Усатово|Нерубайское,"POLYGON((30.6031 46.51039, 30.6098 46.51098, 30.61075 46.51183, 30.61632 46.51243, 30.61432 46.51469, 30.60966 46.51979, 30.61002 46.52014, 30.60871 46.52084, 30.59541 46.53555, 30.59493 46.53382, 30.59099 46.53256, 30.59127 46.53193, 30.59191 46.52855, 30.5934 46.52077, 30.59975 46.52131, 30.60056 46.52097, 30.60108 46.51903, 30.60178 46.51585, 30.60218 46.5131, 30.6031 46.51039))",street
Усатовская,"LINESTRING(30.6957198 46.4917566, 30.6989733 46.486842)",street
Успенская,"LINESTRING(30.7277478 46.4764403, 30.7553738 46.4744584)",street
Успех,"POLYGON((30.7141542 46.4169078, 30.7146636 46.4187984, 30.7145406 46.4189605, 30.7132659 46.4171072, 30.7141542 46.4169078))",street
Утёсова|Утесова,"LINESTRING(30.7274197 46.4766077, 30.7269249 46.4735766)",street
Ученическая,"LINESTRING(30.6313073 46.47395, 30.6318195 46.4676035)",street
Училищная,"LINESTRING(30.7037761 46.4912545, 30.6946074 46.4884265)",street
Учительская,"LINESTRING(30.6708564 46.4646698, 30.6736998 46.4654206)",street
Уютная,"LINESTRING(30.7546977 46.4667943, 30.7577836 46.4664741)",street
Уютный Дворик,"POLYGON((30.7169733 46.402119, 30.7170127 46.4019743, 30.7172068 46.4019995, 30.7171673 46.4021441, 30.7169733 46.402119))",street
Фабричная,"LINESTRING(30.6880416 46.459091, 30.6884086 46.4565953)",street
Февральская,"LINESTRING(30.6482611 46.4721323, 30.6491711 46.4727194)",street
Фесенко,"POLYGON((30.6520786 46.470072, 30.6507076 46.4716523, 30.6491711 46.4727194, 30.6520786 46.470072))",street
Филатова,"LINESTRING(30.7054936 46.4415353, 30.7060714 46.4415076, 30.721051 46.434966, 30.728454 46.429474)",street
Фоззи,POINT(30.706076 46.470474),street
фонтан|фонтанская,"LINESTRING(30.7384208 46.4516957, 30.7384667 46.4516559, 30.7391782 46.4501545, 30.7403976 46.447799, 30.7415281 46.4456752, 30.741754 46.445269, 30.7426841 46.4434892, 30.7451528 46.4387508, 30.7454693 46.4380842, 30.7458298 46.4374502, 30.7461072 46.4369101, 30.7467492 46.435679, 30.7474338 46.4343322, 30.7485915 46.4321895, 30.7492236 46.4310053, 30.7501075 46.4293625, 30.750479 46.4286727, 30.7513801 46.4270046, 30.7524555 46.4249199, 30.7531525 46.4231843, 30.7537157 46.4216938, 30.7540539 46.4207909, 30.7541845 46.4204444, 30.7533321 46.4186621, 30.7521883 46.4161904, 30.7537655 46.4147085, 30.7539549 46.4116323, 30.7556373 46.4106545, 30.7557022 46.4086495, 30.7551387 46.4058955, 30.7547157 46.4050553, 30.7533928 46.4025889, 30.7531119 46.4021219, 30.7505979 46.3984255, 30.7502138 46.3980263, 30.7472135 46.3913629)",street
Фонтанка|первая Фонтанка|вторая Фонтанка|третья Фонтанка|1 Фонтанка|2 Фонтанка|3 Фонтанка,"POLYGON((30.8306 46.56181, 30.83639 46.56161, 30.83888 46.55528, 30.83706 46.55179, 30.84094 46.55192, 30.84412 46.55322, 30.8481 46.554, 30.85313 46.55481, 30.85719 46.55613, 30.86101 46.55749, 30.865 46.55831, 30.86808 46.56013, 30.87109 46.56096, 30.87282 46.56219, 30.87528 46.56332, 30.87585 46.56443, 30.87938 46.56632, 30.87795 46.5703, 30.88405 46.57061, 30.88145 46.57861, 30.87666 46.58877, 30.87349 46.59762, 30.85561 46.59477, 30.81078 46.58786, 30.8129 46.58122, 30.8144 46.57684, 30.81654 46.57292, 30.81895 46.57243, 30.82746 46.57386, 30.82833 46.56934, 30.8306 46.56181))",street
Французский,"LINESTRING(30.7526248 46.4677311, 30.7540373 46.4645847, 30.7567592 46.4593644, 30.7589099 46.4573924, 30.7606311 46.4542045, 30.7640423 46.4463214, 30.7649609 46.4434003, 30.7653953 46.442801, 30.7665275 46.441858, 30.769359 46.4389993)",street
Хаджибеевская дорога,"LINESTRING(30.6998781 46.503496, 30.7008815 46.5059334, 30.7000797 46.5068632, 30.6961355 46.5102687, 30.6925791 46.5180995, 30.6906291 46.5193999, 30.6889531 46.5210237, 30.6862473 46.5227876, 30.6790349 46.5304597, 30.677526 46.533731, 30.6774983 46.5343408, 30.6779921 46.5352123, 30.6776653 46.5370532, 30.6760428 46.5387896, 30.6739689 46.5400173, 30.6689674 46.5422182)",street
Харьковская,"LINESTRING(30.7393369 46.4087884, 30.7398473 46.4067548)",street
Херсонский спуск,"POLYGON((30.7213613 46.4972256, 30.7185871 46.4960151, 30.7187403 46.4957855, 30.7195845 46.4957147, 30.7200523 46.4954075, 30.7213613 46.4972256))",street
Химическая,"LINESTRING(30.6769546 46.4887072, 30.6733265 46.4828212, 30.6735513 46.4733755, 30.672888 46.4731823)",street
Хрустальная,"LINESTRING(30.748588 46.4052806, 30.7551006 46.4061083)",street
художественный музей,"POLYGON((30.7285861 46.4934353, 30.7282438 46.4936269, 30.728291 46.493463, 30.7279119 46.4934521, 30.7280891 46.4933074, 30.7284453 46.4934291, 30.7287879 46.4930893, 30.7290767 46.4931995, 30.7285982 46.493603, 30.7285861 46.4934353))",street
Художника Фёдорова,"POLYGON((30.7383487 46.3867351, 30.7394848 46.3854924, 30.7404563 46.3849383, 30.7408799 46.3844814, 30.7425314 46.3816897, 30.7383487 46.3867351))",street
Хуторская,"LINESTRING(30.6712174 46.5118788, 30.6730153 46.5080764, 30.6785221 46.4984072, 30.6800608 46.4951012, 30.6808121 46.4942202, 30.6797124 46.491229, 30.6769546 46.4887072)",street
Цветаева,"LINESTRING(30.7172146 46.4576264, 30.7270954 46.4639391, 30.7273973 46.4639495)",street
Цветочная,"LINESTRING(30.7526171 46.4174916, 30.7471681 46.4190939)",street
Центролит,"POLYGON((30.8227415 46.6193397, 30.8213649 46.617699, 30.824236 46.6166673, 30.82556 46.6182406, 30.8227415 46.6193397))",street
Церковная,"LINESTRING(30.7243513 46.5004473, 30.7243146 46.5004515, 30.7242596 46.500462, 30.7242198 46.5004679, 30.7238838 46.5005162, 30.7237259 46.5005389, 30.7233452 46.5005935, 30.7227907 46.5006732, 30.7226115 46.5006989)",street
Циолковского,"LINESTRING(30.7021087 46.4581562, 30.7027389 46.4592313)",street
Цирк,"POLYGON((30.6922925 46.4273753, 30.692448 46.4267052, 30.6931609 46.4265646, 30.6930711 46.4275034, 30.6922925 46.4273753))",street
цирк,"POLYGON((30.7258511 46.4866734, 30.7263654 46.4869646, 30.726555 46.4868166, 30.7267672 46.4870068, 30.7266063 46.4871003, 30.7266871 46.4872917, 30.7262496 46.4873984, 30.7253937 46.486874, 30.7257407 46.4866044, 30.7258511 46.4866734))",street
Цифровой городок,"POLYGON((30.7383084 46.4682891, 30.7379758 46.4679455, 30.7380469 46.4678171, 30.7393853 46.4677312, 30.7387804 46.4678167, 30.7387684 46.4682618, 30.7383084 46.4682891))",street
ЦУМ,"POLYGON((30.7399256 46.471031, 30.7398969 46.4708276, 30.7406244 46.4707771, 30.7404776 46.4703888, 30.7407873 46.4703682, 30.7408695 46.4709689, 30.7399256 46.471031))",street
Цунами,"POLYGON((30.7101101 46.4882018, 30.7102011 46.4881165, 30.7104205 46.4882274, 30.7103295 46.4883127, 30.7101101 46.4882018))",street
Чабанка,"POLYGON((30.9957202 46.5972742, 30.9884084 46.6041407, 30.9778214 46.5976151, 30.9705811 46.5916801, 30.959742 46.5903499, 30.958598 46.5973413, 30.9458138 46.594311, 30.9310133 46.5913235, 30.9267099 46.5907304, 30.9245911 46.5828406, 30.9276327 46.5782602, 30.9431001 46.5805648, 30.955593 46.5825895, 30.9669724 46.5844801, 30.9766086 46.5866969, 30.9837618 46.5883806, 30.9956716 46.5916305, 30.9957202 46.5972742))",street
Чайка,"POLYGON((30.7492583 46.3951879, 30.7491463 46.3948958, 30.7493189 46.3948643, 30.7494309 46.3951564, 30.7492583 46.3951879))",street
Чайковского,"LINESTRING(30.7391164 46.4860611, 30.7430458 46.4857571)",street
Червоный хутор,POINT(30.69741 46.37916),street
Черепановых,"POLYGON((30.738575 46.4542277, 30.7369393 46.4543383, 30.733738 46.4524814, 30.738575 46.4542277))",street
Черниговская,"MULTILINESTRING((30.7417497 46.4108688, 30.7415351 46.411677, 30.7415236 46.4116932, 30.7415061 46.4117067, 30.7414838 46.4117163, 30.7414587 46.4117214, 30.7408702 46.4116761, 30.7402005 46.4116019, 30.7389428 46.4114717), (30.7363276 46.4111795, 30.7361703 46.4113286, 30.7360745 46.4118855, 30.7360429 46.4120625, 30.7358083 46.4129407), (30.7389428 46.4114717, 30.7375054 46.4112586, 30.7365998 46.4111656, 30.7363276 46.4111795))",street
Черное море,"POLYGON((30.7392581 46.4713478, 30.7398702 46.4712884, 30.7399083 46.471437, 30.7395124 46.4714664, 30.7395517 46.4717171, 30.7393184 46.4717327, 30.7392581 46.4713478))",street
Черноморец,"POLYGON((30.754216 46.4795429, 30.7545888 46.4791865, 30.7551038 46.4790387, 30.7558173 46.4790572, 30.7564503 46.4792696, 30.7568794 46.479748, 30.7568821 46.4807786, 30.7567078 46.4811683, 30.756123 46.4815137, 30.7556242 46.4815839, 30.7550341 46.4815506, 30.7542931 46.4812474, 30.7540275 46.4809579, 30.7539229 46.4802884, 30.7540973 46.4801905, 30.754216 46.4795429))",street
Чернышевского,"LINESTRING(30.7286344 46.4528837, 30.7286227 46.4528847, 30.7286032 46.4527784, 30.7286149 46.4527774)",street
Черняховского,"LINESTRING(30.7458723 46.4379537, 30.7459234 46.4377802, 30.7559218 46.4400657, 30.7563505 46.439791, 30.7564317 46.440179)",street
Чкаловский,"POLYGON((30.7640404 46.4468807, 30.7647015 46.4445514, 30.7655067 46.4430229, 30.766184 46.442903, 30.7669791 46.4431828, 30.769239 46.4434919, 30.7686554 46.4478629, 30.7675037 46.4477354, 30.7675554 46.4472914, 30.7658092 46.4471435, 30.7656815 46.4474113, 30.7652457 46.4473551, 30.7653462 46.4471285, 30.7640404 46.4468807))",street
Чкаловский пляж,"POLYGON((30.7719648 46.4465863, 30.7714605 46.4462074, 30.7714927 46.4453952, 30.7717577 46.444974, 30.7720267 46.4449837, 30.7719121 46.4455653, 30.7720892 46.4466056, 30.7719648 46.4465863))",street
Чубаевка,"POLYGON((30.7270615 46.421403, 30.72754 46.4214786, 30.7274562 46.4217309, 30.7269776 46.4216552, 30.7270615 46.421403))",street
Чубаевская,"LINESTRING(30.7430245 46.4194696, 30.7453313 46.4208022, 30.7471871 46.4238427, 30.7482997 46.4252141, 30.7495655 46.4264063, 30.7500373 46.4267338, 30.7513037 46.4271497)",street
Чумка,"POLYGON((30.7323986 46.4525102, 30.7313549 46.4525702, 30.7311731 46.4520523, 30.7324215 46.4517994, 30.7325407 46.4524999, 30.7323986 46.4525102))",street
Шампанский,"LINESTRING(30.7478468 46.4486817, 30.754898 46.4511265, 30.7549808 46.4517537, 30.7571785 46.4518012, 30.761134 46.453128, 30.7647718 46.4541439)",street
Шахский дворец,"POLYGON((30.7352461 46.4905694, 30.7352453 46.4908967, 30.7347265 46.4909781, 30.7346998 46.4907946, 30.7350241 46.490828, 30.7349933 46.4905136, 30.7352461 46.4905694))",street
Швыгина,"LINESTRING(30.7393354 46.4387976, 30.7315742 46.4396608)",street
Шестой элемент|6 км|6км|6 элемент|Елемент|Елимент|шкодогорка,"POLYGON((30.6626844 46.4500226, 30.6626644 46.4478706, 30.66391 46.4478651, 30.6639137 46.4482649, 30.6641618 46.4482638, 30.664216 46.4486193, 30.664229 46.4500157, 30.6626844 46.4500226))",street
Шефская,"LINESTRING(30.6572797 46.4661193, 30.657491 46.4663151, 30.6580994 46.4679313, 30.6577847 46.4686247, 30.658017 46.4694529, 30.6589634 46.4698983, 30.6600298 46.4722918)",street
Шилова,"LINESTRING(30.6843518 46.4867335, 30.6850404 46.4897791)",street
Ширшова,"POLYGON((30.7072291 46.4938042, 30.7069431 46.4952239, 30.7038099 46.4989139, 30.7072291 46.4938042))",street
шишкина,"LINESTRING(30.7459815 46.4095041, 30.7366109 46.4085386, 30.7298697 46.4076354)",street
Шкиперская,"LINESTRING(30.7298758 46.3681034, 30.7281486 46.3676156, 30.7256406 46.365965, 30.7230742 46.364809, 30.7231349 46.3645648, 30.7201488 46.3627589, 30.7195174 46.3626352, 30.7190453 46.362123, 30.71549 46.3596067, 30.7145645 46.358668)",street
Шкодова гора,"LINESTRING(30.6848508 46.5091802, 30.6817792 46.5109716)",street
Школьный,"POLYGON((30.6862282 46.4145872, 30.6837041 46.4151262, 30.6831345 46.4150123, 30.6889483 46.4139806, 30.6889222 46.4135972, 30.6903559 46.4133276, 30.6904949 46.413705, 30.6943789 46.4129982, 30.694153 46.4118959, 30.6962514 46.4121088, 30.6964642 46.4110991, 30.6981238 46.4112429, 30.6980977 46.411806, 30.7037716 46.412489, 30.7039305 46.4117388, 30.7047699 46.4118441, 30.7047379 46.412002, 30.7065794 46.4121175, 30.706412 46.4133178, 30.7076045 46.4141966, 30.7085735 46.416938, 30.7053182 46.4193478, 30.7059351 46.4196953, 30.6982161 46.426793, 30.6979674 46.4264933, 30.6975503 46.4263616, 30.695415 46.427846, 30.6930711 46.4275034, 30.6931609 46.4265646, 30.692448 46.4267052, 30.6911284 46.4264889, 30.6908588 46.4274511, 30.6887743 46.4270464, 30.6897287 46.4150724, 30.6900179 46.4143931, 30.6889451 46.414253, 30.686185 46.4146968, 30.6862282 46.4145872))",street
Школьный аэродром,"LINESTRING(30.7091053 46.411974, 30.712956 46.4122881)",street
Шмидта,"POLYGON((30.7420506 46.468252, 30.7423175 46.4685967, 30.7429673 46.4723904, 30.7420506 46.468252))",street
Шовкуненко,"LINESTRING(30.7498664 46.4386816, 30.7499 46.438, 30.75005 46.4372, 30.7502 46.4368, 30.7503134 46.4364923, 30.7503211 46.4364565, 30.750335 46.4363923, 30.7503414 46.4363719, 30.7504136 46.4361412, 30.7504804 46.435964, 30.750509 46.4358992, 30.7505403 46.4358411, 30.7506931 46.4355784, 30.7507471 46.4354816, 30.7508057 46.4353565, 30.7508735 46.4352168, 30.7509404 46.4350501, 30.7508953 46.4349576, 30.7507532 46.434837, 30.7506962 46.4347972, 30.7506339 46.4347138)",street
Шота Руставели,"LINESTRING(30.7105463 46.4528919, 30.7215087 46.4526689)",street
Штилевая,"LINESTRING(30.7661246 46.5608388, 30.7700717 46.5630017)",street
Штурвальная,"POLYGON((30.7485915 46.4321895, 30.7451773 46.4313271, 30.7434758 46.4298944, 30.7485915 46.4321895))",street
Щеголева,"LINESTRING(30.7184584 46.4978284, 30.7195528 46.500855)",street
щерса|щёрса|щорса,"LINESTRING(30.703196 46.442792, 30.683025 46.451654)",street
Элеваторная,"LINESTRING(30.6629422 46.4618111, 30.6634781 46.4644143)",street
Эстафетная,"LINESTRING(30.7147127 46.3804833, 30.7251368 46.3816873)",street
Эстонская,"LINESTRING(30.7230836 46.3814046, 30.7235545 46.3768577)",street
Юбилейная,"POLYGON((30.7328178 46.473941, 30.7328436 46.4741164, 30.73257 46.4741356, 30.7325441 46.4739602, 30.7328178 46.473941))",street
Юго-западный массив|Югозападный|Юго-западный|ЮЗМ,POINT(30.727215 46.434271),street
Южная дорога,"LINESTRING (30.7906746 46.5653865, 30.7924625 46.5656012, 30.7932808 46.56571, 30.7955913 46.5660068, 30.7975359 46.5662242, 30.800483 46.5664308, 30.8018675 46.5663118, 30.8034493 46.5660433, 30.8057906 46.565437, 30.8087385 46.5646562, 30.8109476 46.5640795, 30.8127939 46.56371, 30.8149805 46.5634648, 30.8160064 46.5633647, 30.8191589 46.5630299, 30.8210871 46.5628316, 30.8244765 46.5624761, 30.8256304 46.5623526, 30.8280239 46.5621018, 30.8302972 46.5619059)",street
Южный,"POLYGON((30.7238868 46.3956951, 30.7239197 46.3954474, 30.7239356 46.3954489, 30.7238868 46.3956951))",street
юридическая академия|онюа|юрка,"POLYGON((30.7441608 46.4422906, 30.7437208 46.4423368, 30.7441932 46.4414182, 30.7446987 46.4415202, 30.7448902 46.4411745, 30.7460503 46.4412059, 30.7462355 46.4413078, 30.7464362 46.4419167, 30.7441608 46.4422906))",street
Ядова,"LINESTRING(30.6941365 46.485902, 30.6886157 46.4863756, 30.6843518 46.4867335, 30.6813006 46.4870897, 30.6799003 46.4875851, 30.6785655 46.4880712, 30.6773631 46.4886289, 30.6769546 46.4887072)",street
Якира|ицхака рабина|рабина,"LINESTRING(30.7046756 46.4416045, 30.6949198 46.4313935, 30.6947073 46.4310561, 30.69489 46.430566)",street
Якорь,"POLYGON((30.7463279 46.3838712, 30.7458202 46.3838799, 30.7458957 46.384563, 30.7454861 46.3845626, 30.7452453 46.3838944, 30.7450271 46.3838799, 30.7448125 46.3832242, 30.7480915 46.382656, 30.7482246 46.3833039, 30.7465083 46.3833734, 30.7463153 46.383602, 30.7463279 46.3838712))",street
Якутская,"LINESTRING(30.7190104 46.3778111, 30.7249057 46.3783589)",street
Ямчитского,"LINESTRING(30.7480286 46.4677697, 30.7476733 46.4652526)",street
Ярмарочная,"LINESTRING(30.7324371 46.5290573, 30.7325189 46.5292123)",street
Ясиновского,"LINESTRING(30.717256 46.4782471, 30.7223191 46.4785768)",street
Яхта,"POLYGON((30.6993937 46.4350465, 30.6993506 46.4350043, 30.6996289 46.4349327, 30.6993937 46.4350465))",street
Яши Гордиенко,"LINESTRING(30.6985361 46.4967837, 30.7027377 46.4904509, 30.7037063 46.4889332, 30.7036803 46.4887725)",street
Ёлочная,"LINESTRING(30.7420864 46.4043555, 30.7424613 46.4029815, 30.7418632 46.4027867, 30.7420864 46.4043555)",street
Александровка|Олександрівка,POINT(30.6312513 46.3279486),town
Белгород-Днестровский|Білгород-Дністровський,POINT(30.345784 46.1909823),town
Беляевка|Біляївка,POINT(30.2120913 46.4844245),town
Буялык|Буялик,POINT(30.7185695 46.9105097),town
Великодолинское|Великодолинське,POINT(30.5759542 46.3467158),town
Красносёлка|Красносілка,POINT(30.77614 46.623569),town
Лиманка,POINT(30.690874 46.3731032),town
Маяки,POINT(30.2750575 46.416632),town
Овидиополь|Овідіополь,POINT(30.4448614 46.2473734),town
Теплодар,POINT(30.3272329 46.5050729),town
Южный|Південне,POINT(31.0994897 46.6225029),town
Алексеевская площадь,"POLYGON((30.7135288 46.4607873, 30.7160086 46.4607734, 30.7163305 46.4584394, 30.7135288 46.4607873))",landmark
Алексеевский сквер,"POLYGON((30.7138718 46.4606597, 30.7139179 46.4595945, 30.716089 46.4595971, 30.7159176 46.4606612, 30.7138718 46.4606597))",park
Артиллерийский парк,"POLYGON((30.7357033 46.4509726, 30.7345667 46.4511851, 30.7340977 46.4508456, 30.7334048 46.4509924, 30.7333575 46.4514252, 30.7313479 46.4518374, 30.7311533 46.4516702, 30.7292981 46.4520469, 30.72938 46.4522468, 30.7288865 46.4523473, 30.7287617 46.4522954, 30.7285521 46.4511674, 30.7287949 46.4510838, 30.7285328 46.4498723, 30.7282905 46.4497353, 30.7280633 46.4485951, 30.7285643 46.4487244, 30.7312849 46.4481542, 30.7313197 46.4483137, 30.7319205 46.4481777, 30.7320235 46.4483019, 30.7328535 46.4482791, 30.7332256 46.4493094, 30.7337071 46.4499331, 30.7344715 46.4504737, 30.7357033 46.4509726))",park
Базарная|Кирова,"LINESTRING(30.7244032 46.475927, 30.7254998 46.4751032, 30.754485 46.473058)",market
Греческая площадь,"POLYGON((30.7360661 46.482815, 30.7359919 46.4832198, 30.7356244 46.4833826, 30.7352304 46.4832706, 30.7350844 46.4829098, 30.7360661 46.482815))",landmark
Еврейское кладбище,"POLYGON((30.671087 46.4905891, 30.6684774 46.4863655, 30.674349 46.4849026, 30.6766552 46.4885798, 30.676403 46.488879, 30.673633 46.4899768, 30.671087 46.4905891))",landmark
Екатерининская площадь,"POLYGON((30.738759 46.4875016, 30.7392322 46.4870251, 30.7398513 46.487426, 30.7392814 46.4874736, 30.738759 46.4875016))",landmark
Западное кладбище,"POLYGON((30.6200285 46.4997734, 30.6204631 46.4974414, 30.6222075 46.4976051, 30.623123 46.4931126, 30.6254557 46.4933774, 30.6255545 46.4929312, 30.6266209 46.4930447, 30.6267351 46.492593, 30.6277121 46.4926694, 30.6281822 46.4901442, 30.6294876 46.4902862, 30.6300893 46.4880027, 30.6316803 46.4881444, 30.6316254 46.4892729, 30.6304137 46.4939419, 30.6318154 46.4940894, 30.6311802 46.4960836, 30.6241231 46.5036983, 30.6234219 46.5039315, 30.6125398 46.5027136, 30.6147297 46.4929258, 30.6167202 46.4924759, 30.6173479 46.4925426, 30.6172006 46.493182, 30.618135 46.4932771, 30.6174707 46.4971088, 30.6178807 46.4971476, 30.6174813 46.4992457, 30.6183323 46.4993174, 30.6183525 46.4997163, 30.6198634 46.4998793, 30.6200285 46.4997734))",landmark
зоопарк,"POLYGON((30.7310127 46.4684518, 30.7310035 46.4669669, 30.7315425 46.4653116, 30.7314393 46.4636671, 30.732759 46.4634306, 30.7329343 46.4647991, 30.7323387 46.4648348, 30.732671 46.4682904, 30.7323124 46.4682635, 30.7323054 46.4684652, 30.7310127 46.4684518))",park
Зоопарковая,"MULTILINESTRING((30.7499745 46.4449228, 30.749811 46.4449002, 30.7493962 46.4447922, 30.7491743 46.444731, 30.7479323 46.4443808, 30.7477891 46.4443404, 30.7476799 46.4443096, 30.7466363 46.4440153, 30.7449714 46.4435459, 30.7444219 46.443384, 30.7442622 46.443337), (30.7429409 46.4435579, 30.7428678 46.4435383, 30.7427943 46.4435187, 30.7426841 46.4434892), (30.7442622 46.443337, 30.744167 46.443343, 30.7441133 46.4433744, 30.7438451 46.4436886, 30.7438052 46.4437092, 30.7437727 46.4437127, 30.7437244 46.4437127, 30.7435952 46.4436872, 30.7432741 46.4436237, 30.7430016 46.4435699, 30.7429409 46.4435579))",park
