names,wkt_geom,type
Атамана Головатого|Головатого,"MULTILINESTRING((30.7219167 46.5107748, 30.7220867 46.5095771, 30.722279 46.5078581, 30.7224856 46.5061578, 30.7225341 46.5056664, 30.7225601 46.5054523, 30.7226305 46.5047399, 30.7227262 46.5039619, 30.722776 46.5035633, 30.7229087 46.5026655, 30.723007 46.5020138, 30.723 46.5018746, 30.7229868 46.501762, 30.7229611 46.5016885, 30.7228217 46.5013272, 30.7228024 46.5012821, 30.7226046 46.5006792), (30.7335228 46.5329392, 30.7326325 46.5322625), (30.7215982 46.4977794, 30.7215671 46.4977006, 30.7214856 46.4974395, 30.7213643 46.4972256), (30.7217292 46.4981568, 30.7215982 46.4977794), (30.7302321 46.5292973, 30.7299661 46.5288212, 30.729067 46.5274623, 30.7283549 46.5264437, 30.7283152 46.5263774, 30.7276816 46.5254194, 30.7270965 46.5245278, 30.7269648 46.5243186, 30.7256224 46.5222583, 30.7247445 46.5200611, 30.7245042 46.5194308, 30.723847 46.5178315, 30.7235603 46.5170616, 30.7233196 46.5164087, 30.7230899 46.5157651, 30.7226764 46.5146479, 30.7223397 46.5136975, 30.7221447 46.5132339, 30.722058 46.5129219, 30.7219986 46.5125223, 30.721945 46.5120873, 30.7219079 46.5115437, 30.7219167 46.5107748), (30.732221 46.5319597, 30.7320623 46.5318289, 30.7318236 46.5315982, 30.73143 46.531126, 30.7310478 46.5306901, 30.7307105 46.5302623, 30.7305013 46.529895, 30.7302321 46.5292973), (30.7323845 46.5320944, 30.732221 46.5319597), (30.7326325 46.5322625, 30.7323845 46.5320944), (30.7226046 46.5006792, 30.7217292 46.4981568))",street
Бурлачья|бурлачка,"POLYGON((30.6647408 46.3545331, 30.6616402 46.354422, 30.6618544 46.3514857, 30.6585978 46.3514522, 30.6506269 46.3510476, 30.650041 46.3535503, 30.6494203 46.3552874, 30.6457937 46.3552217, 30.6461692 46.3533038, 30.6459546 46.35263, 30.6455469 46.3519635, 30.6442165 46.3516821, 30.6435192 46.3505935, 30.6440583 46.3501723, 30.6441534 46.3498298, 30.6444848 46.3496844, 30.6448147 46.3496585, 30.6454396 46.3498251, 30.6458174 46.3490205, 30.6453538 46.3486458, 30.6451017 46.348979, 30.6450192 46.3489583, 30.6454109 46.3481302, 30.6452234 46.3480805, 30.6456506 46.347243, 30.6458607 46.3472998, 30.6462899 46.3463704, 30.6470261 46.3466443, 30.6478965 46.3461944, 30.6483465 46.345623, 30.6489292 46.3452533, 30.6493395 46.3451946, 30.6503963 46.3454723, 30.6505519 46.3451576, 30.6509676 46.3452557, 30.651834 46.3434837, 30.6618067 46.3387148, 30.6619861 46.3282411, 30.6690216 46.3228232, 30.6720793 46.3229417, 30.6776476 46.3226972, 30.676859 46.3216747, 30.6771433 46.3213191, 30.6768322 46.3207115, 30.6773257 46.3204299, 30.6768966 46.3195259, 30.6782942 46.3191153, 30.6788897 46.3203451, 30.6809544 46.3228495, 30.6822644 46.3248632, 30.6811076 46.3253219, 30.6811801 46.3254108, 30.6802198 46.3260081, 30.6803271 46.3261239, 30.6800938 46.3262424, 30.6788369 46.3264945, 30.6781981 46.3263971, 30.6780173 46.3259546, 30.677673 46.325603, 30.6763689 46.3253012, 30.6760061 46.3245865, 30.6749546 46.324957, 30.6732809 46.3250755, 30.6725085 46.3250014, 30.672031 46.3247903, 30.6713749 46.3250596, 30.6709957 46.3248607, 30.670056 46.3251442, 30.6699698 46.3254253, 30.6708373 46.3264178, 30.670868 46.3282327, 30.6706604 46.3291503, 30.6715009 46.329385, 30.6726369 46.3334164, 30.6709065 46.3333529, 30.6709582 46.3344471, 30.6706041 46.3360175, 30.670411 46.3364175, 30.6686354 46.3384026, 30.6682847 46.3389256, 30.6677985 46.3403099, 30.6676376 46.3415284, 30.6670368 46.3417469, 30.6668329 46.3430745, 30.6632362 46.3429648, 30.6632233 46.3438508, 30.6628445 46.3439068, 30.6635908 46.3486814, 30.663704 46.3487345, 30.6637303 46.3490202, 30.6643847 46.3490624, 30.6645702 46.3494401, 30.6656753 46.3495977, 30.6652274 46.3515475, 30.6647408 46.3545331))",street
Мечникова,"MULTILINESTRING((30.7241678 46.4737668, 30.7242959 46.4737492, 30.7243979 46.4737258, 30.724463 46.4736962, 30.7245125 46.4736602, 30.7248044 46.473412), (30.7199418 46.4947343, 30.7194879 46.494644, 30.7193896 46.4946101, 30.7193191 46.4945706, 30.7192603 46.494533, 30.719201 46.4944705, 30.7191573 46.4943884, 30.7189012 46.4936421), (30.7181572 46.4890003, 30.7185348 46.4878701, 30.71884 46.4869995), (30.7273141 46.47104, 30.7274373 46.470761, 30.7274936 46.4706152), (30.71884 46.4869995, 30.7190219 46.4864291, 30.7191198 46.4861698, 30.7191412 46.486095, 30.7192172 46.485913, 30.7193743 46.4853775, 30.7198244 46.484014), (30.7198244 46.484014, 30.7199087 46.4837354, 30.72078 46.4811758, 30.7207941 46.4811307, 30.7208054 46.4811044, 30.7212306 46.4798157, 30.7216468 46.4785239, 30.7220597 46.4770984, 30.7225098 46.4757331, 30.7225344 46.4756948, 30.7225741 46.4756682), (30.7269786 46.4714287, 30.7272076 46.4711794, 30.7273141 46.47104), (30.7275207 46.4657446, 30.7274354 46.4644094, 30.7273973 46.4639495, 30.727346 46.4631911), (30.7274843 46.4623869, 30.7280816 46.4603287, 30.7281331 46.4601357, 30.7276067 46.4595705, 30.7270086 46.4589403), (30.7237715 46.4750358, 30.7236797 46.4753715, 30.7236374 46.4754928), (30.7248044 46.473412, 30.7252812 46.4729721, 30.7253405 46.4729046, 30.7255016 46.4727501, 30.7260444 46.4722728, 30.7269786 46.4714287), (30.7238947 46.47442, 30.7238882 46.4737797), (30.7275617 46.4704415, 30.727462 46.4681383, 30.7275343 46.46805), (30.7225741 46.4756682, 30.722613 46.4756433, 30.7230563 46.4752356, 30.723126 46.4751699, 30.7238947 46.47442), (30.7274936 46.4706152, 30.7275617 46.4704415), (30.7189012 46.4936421, 30.7187083 46.4929486, 30.7186745 46.4928156, 30.7186484 46.4927026, 30.7185875 46.4924839, 30.7185113 46.4921857, 30.7180028 46.4904786), (30.727346 46.4631911, 30.7273316 46.4629781, 30.7273355 46.4628493, 30.7274843 46.4623869), (30.7275343 46.46805, 30.7275412 46.4677551, 30.727541 46.4673451, 30.7275443 46.4666018), (30.7275559 46.4661683, 30.7275425 46.4660467, 30.7275207 46.4657446), (30.7275443 46.4666018, 30.7275447 46.466498, 30.7275559 46.4661683), (30.7238947 46.47442, 30.7237715 46.4750358))",street
Старопортофранковская,"MULTILINESTRING((30.719682 46.4935348, 30.7193029 46.4923254, 30.7192288 46.4920821, 30.7187428 46.4905334, 30.7188939 46.4890171, 30.7191399 46.4883206, 30.7191718 46.488216, 30.7193493 46.4877058, 30.7193947 46.4875859, 30.7194427 46.4874345, 30.7195375 46.4871818, 30.7197236 46.48654, 30.7198807 46.4860161, 30.7200263 46.4855787, 30.7200803 46.4854326, 30.7203948 46.4845118, 30.7204563 46.4843, 30.7210458 46.482469, 30.7215283 46.4811379, 30.721595 46.4809108, 30.7219421 46.4798346), (30.7277349 46.4719699, 30.7282162 46.4714927, 30.7282564 46.4714266, 30.7282832 46.4713439, 30.7282842 46.4704025, 30.7282832 46.470386), (30.7288571 46.4688954, 30.7300918 46.4687431), (30.7257518 46.4736596, 30.7259929 46.4734564, 30.7264928 46.4730523, 30.7277349 46.4719699), (30.7219421 46.4798346, 30.7220383 46.479531), (30.7281994 46.4689781, 30.7288571 46.4688954), (30.7200523 46.4954075, 30.72003 46.4952307, 30.719969 46.494895, 30.7199418 46.4947343), (30.7236374 46.4754928, 30.7238403 46.4753291, 30.7254942 46.4738767, 30.7257518 46.4736596), (30.7198411 46.4941805, 30.7197741 46.493812, 30.719682 46.4935348), (30.7199418 46.4947343, 30.7198411 46.4941805), (30.7220383 46.479531, 30.7221949 46.479033, 30.7223441 46.4785779, 30.7224052 46.4783774, 30.7232686 46.4757904, 30.7236374 46.4754928), (30.7300918 46.4687431, 30.7302082 46.4687352, 30.7303785 46.46872), (30.7282832 46.470386, 30.7281994 46.4689781))",street
Черноморского Казачества|Казачества,"MULTILINESTRING((30.7233533 46.4979453, 30.7243513 46.5004473, 30.724807 46.501546), (30.7247684 46.5048322, 30.724749 46.5050296, 30.7246495 46.5063194, 30.7245173 46.5076353, 30.7244589 46.5079827, 30.7244209 46.508241, 30.7241169 46.5106539, 30.7240573 46.5112656, 30.7240219 46.5117491, 30.724011 46.5119526, 30.7240329 46.5121241, 30.7242492 46.5127191, 30.7248777 46.5143561, 30.7251836 46.5151824, 30.7254871 46.5160202, 30.7257931 46.5168193, 30.7261938 46.517904, 30.7262409 46.518026, 30.7264312 46.5184613, 30.7265453 46.518743, 30.7266461 46.5190567, 30.7267094 46.5192716, 30.7283026 46.5235851, 30.7286879 46.5246107, 30.7293812 46.5263256, 30.7294443 46.5264507, 30.7295202 46.5265431, 30.7297309 46.5267686, 30.7298987 46.5268892, 30.7308508 46.5274347, 30.7309982 46.5275464, 30.7311075 46.5276429, 30.7313556 46.5278946, 30.7318495 46.5284645, 30.7323257 46.5290593, 30.7323873 46.5291432, 30.7323999 46.5291639, 30.7327347 46.5299225), (30.724807 46.501546, 30.7250352 46.5021662, 30.7250714 46.5022992, 30.7250701 46.5023659, 30.7249942 46.5029525, 30.7249684 46.503199, 30.7248465 46.5040626, 30.7247684 46.5048322), (30.7328374 46.5320715, 30.7328622 46.5321324, 30.7329447 46.5322524, 30.7335228 46.5329392), (30.7331161 46.5310793, 30.7330893 46.5311753, 30.7330606 46.5312371, 30.7329809 46.5314285, 30.7328133 46.5317823, 30.7328032 46.5318496, 30.7328052 46.5319161, 30.7328193 46.5319991, 30.7328374 46.5320715), (30.7231105 46.4971466, 30.7231283 46.4972392, 30.7231649 46.4973693, 30.723208 46.4975411, 30.7233533 46.4979453), (30.7327347 46.5299225, 30.7331018 46.5309267, 30.7331203 46.5310231, 30.7331161 46.5310793))",street
Красносілка,"POLYGON((30.7728527 46.611623, 30.7731374 46.6108456, 30.7738592 46.6109398, 30.7745842 46.6112274, 30.7775397 46.612768, 30.7800297 46.6138864, 30.780886 46.6141481, 30.7831853 46.6145482, 30.7823446 46.6164503, 30.7836945 46.6171623, 30.7873452 46.6178004, 30.7904654 46.6175479, 30.7914772 46.6237655, 30.7914755 46.6246452, 30.7912547 46.6287216, 30.7897291 46.628536, 30.788888 46.628328, 30.7880331 46.6283439, 30.7882346 46.6286719, 30.7883769 46.6293074, 30.7882978 46.6299225, 30.7884808 46.6313204, 30.7871312 46.6351357, 30.7866837 46.6359207, 30.7846658 46.635273, 30.7816768 46.6344066, 30.7810156 46.6343309, 30.7773159 46.6334846, 30.7749761 46.6330065, 30.7741253 46.6333408, 30.7742464 46.6335991, 30.7745012 46.6347476, 30.7749264 46.6356368, 30.7752112 46.6360116, 30.7749199 46.6360866, 30.7727197 46.6357912, 30.7722838 46.6358553, 30.7721543 46.6353966, 30.7701593 46.6355172, 30.7696409 46.6357963, 30.7691978 46.635569, 30.768264 46.6341527, 30.7655888 46.6353828, 30.7616557 46.6369777, 30.7615663 46.6368323, 30.7618636 46.6364512, 30.7619215 46.6358872, 30.7617515 46.6351451, 30.760992 46.6336696, 30.7603554 46.6330366, 30.7591949 46.6323522, 30.7570783 46.6282339, 30.7573027 46.627778, 30.7596216 46.628054, 30.7604618 46.6280488, 30.7636307 46.6271064, 30.76373 46.6270285, 30.76379 46.6268743, 30.7635142 46.6264247, 30.7634487 46.6261384, 30.7631499 46.6256961, 30.7627911 46.624942, 30.7622611 46.6241606, 30.7610523 46.6221357, 30.7606065 46.622043, 30.7589487 46.6224154, 30.7586457 46.6223122, 30.755932 46.617827, 30.7583437 46.6172291, 30.7583941 46.6171366, 30.7580116 46.6163568, 30.7585702 46.6161964, 30.7584459 46.6160016, 30.7589837 46.6153566, 30.7593783 46.6157358, 30.7612572 46.6152505, 30.7620808 46.61531, 30.7638375 46.6137582, 30.7623162 46.6133441, 30.7626875 46.6127004, 30.7628995 46.6120411, 30.7646046 46.612711, 30.7685176 46.6133416, 30.7683511 46.6138715, 30.7688793 46.6139543, 30.7688047 46.6141628, 30.7689031 46.6141804, 30.7687217 46.6147294, 30.7688875 46.6150501, 30.7714274 46.6153624, 30.771751 46.6146858, 30.7728527 46.611623))",town
Міжлиманське,"POLYGON((30.7054593 46.5652555, 30.7050651 46.5640389, 30.7049706 46.5639567, 30.7048361 46.5639166, 30.704736 46.5636031, 30.7047714 46.5635639, 30.7043517 46.562298, 30.7043946 46.5621394, 30.7040673 46.5612837, 30.7046827 46.561097, 30.7034048 46.5592841, 30.7048748 46.5587888, 30.7049972 46.5587197, 30.7064545 46.5582649, 30.707205 46.558001, 30.7073825 46.5579716, 30.7082668 46.5591653, 30.709924 46.5615893, 30.7102189 46.5614776, 30.7122154 46.5592948, 30.7125437 46.5592919, 30.712887 46.5596206, 30.7127833 46.5596937, 30.7131441 46.5599502, 30.7133027 46.5597976, 30.7133476 46.5594003, 30.7136333 46.5590185, 30.7128433 46.5586551, 30.7121402 46.5579241, 30.7122818 46.5579036, 30.7124292 46.557098, 30.7156744 46.556947, 30.7157665 46.5569819, 30.7155193 46.5575662, 30.7155061 46.5578234, 30.7150778 46.5588137, 30.7169524 46.5596649, 30.7172942 46.5596225, 30.7172798 46.559363, 30.7173848 46.5591193, 30.7184684 46.5577027, 30.7190122 46.5570632, 30.7198093 46.5570985, 30.7200407 46.5567433, 30.7225332 46.5566193, 30.7225387 46.5565522, 30.7238049 46.5565772, 30.7238297 46.556596, 30.7263541 46.5567187, 30.7260103 46.5578398, 30.725792 46.5580852, 30.7250107 46.5586456, 30.7242126 46.5593114, 30.7239955 46.5597479, 30.7238781 46.5603689, 30.7242998 46.5605718, 30.724165 46.5612091, 30.7231012 46.5629202, 30.7229603 46.5633473, 30.7228911 46.5639577, 30.72258 46.5647949, 30.7224299 46.5651077, 30.7221401 46.5654035, 30.7216975 46.565942, 30.7212786 46.5665596, 30.7205823 46.5678618, 30.7201113 46.5686579, 30.7206013 46.5687598, 30.7201718 46.5695641, 30.7198 46.570999, 30.7199374 46.5710097, 30.7198328 46.5719335, 30.7200665 46.572184, 30.7199031 46.5731234, 30.7197557 46.5735012, 30.7186858 46.5732238, 30.7179493 46.5743012, 30.7176863 46.5747778, 30.7174516 46.5753533, 30.7172048 46.5758032, 30.7126291 46.5747257, 30.7119477 46.5749108, 30.7090846 46.5743838, 30.7101018 46.5713038, 30.7094586 46.5711789, 30.7086003 46.5690326, 30.7080423 46.5691322, 30.7070433 46.5669837, 30.7069258 46.5667775, 30.7067487 46.5666213, 30.7062287 46.566361, 30.7061112 46.5662389, 30.7058265 46.5652519, 30.7056067 46.5653222, 30.7054593 46.5652555))",village
Прилиманське,"POLYGON((30.6039343 46.4360215, 30.6042671 46.4349811, 30.6053455 46.4306747, 30.6054564 46.4299909, 30.6063191 46.4272089, 30.6068516 46.4266755, 30.6075794 46.4240209, 30.6096518 46.419302, 30.6098878 46.4186659, 30.6102145 46.4176845, 30.6123906 46.4184436, 30.6133374 46.4186066, 30.6135111 46.418477, 30.6138152 46.4184026, 30.6147287 46.4186214, 30.6149129 46.4184363, 30.616272 46.4180922, 30.6167756 46.4163916, 30.6171043 46.4149261, 30.6173684 46.4140751, 30.6174742 46.413593, 30.6180758 46.4124326, 30.6187671 46.4104654, 30.6220602 46.4109292, 30.6230418 46.4111062, 30.6250583 46.411521, 30.625042 46.4121587, 30.624693 46.4145038, 30.6244973 46.4151222, 30.62441 46.415619, 30.6243794 46.4162635, 30.6243021 46.4165522, 30.6240623 46.4169278, 30.6239037 46.4180657, 30.6236476 46.4191167, 30.62355 46.4197305, 30.6234931 46.4202013, 30.623489 46.4204311, 30.6237533 46.4208123, 30.6236964 46.4211906, 30.6236618 46.4212621, 30.6231252 46.4212046, 30.6230032 46.4218001, 30.6230683 46.4221518, 30.6228914 46.4232869, 30.6226516 46.4240603, 30.6225377 46.4242089, 30.6224117 46.4242705, 30.6217287 46.4243266, 30.6213347 46.4242462, 30.6211436 46.424031, 30.6211504 46.4238027, 30.6193505 46.4237328, 30.6189812 46.4240404, 30.6184539 46.4246015, 30.6181495 46.4248601, 30.6180044 46.4250479, 30.617923 46.4251797, 30.6177272 46.4257729, 30.6184858 46.4257941, 30.6193221 46.4258871, 30.6208643 46.4259902, 30.6211993 46.4259395, 30.6222618 46.4261575, 30.6234246 46.4264794, 30.6233966 46.4267691, 30.6224019 46.4315265, 30.6219582 46.4333483, 30.6204008 46.439432, 30.6201489 46.4397897, 30.6200456 46.4398575, 30.6198259 46.439789, 30.6193458 46.4394352, 30.6190514 46.4390936, 30.6181501 46.4379425, 30.617383 46.4382308, 30.6172972 46.4384083, 30.6172006 46.4384933, 30.6169861 46.4385968, 30.6158166 46.4385709, 30.6132685 46.4382012, 30.6122138 46.4379308, 30.6117431 46.437724, 30.6112964 46.4375911, 30.6109368 46.4373259, 30.6109051 46.4372424, 30.6107498 46.4371632, 30.6096617 46.4369473, 30.6095696 46.4368302, 30.6096585 46.4365124, 30.6088283 46.4363618, 30.6087109 46.436703, 30.6079037 46.4365979, 30.6078712 46.4369698, 30.6069895 46.4369732, 30.6062279 46.4366242, 30.604915 46.4363781, 30.6046977 46.4362823, 30.6039876 46.4361318, 30.6039343 46.4360215))",village
Яськи,"POLYGON((30.0636335 46.5283306, 30.0647272 46.5238699, 30.063555 46.5236118, 30.0640718 46.5222919, 30.0664443 46.5226588, 30.0671795 46.5203487, 30.0684876 46.5194711, 30.0685078 46.5178769, 30.0689372 46.5171347, 30.0690534 46.5154367, 30.0709186 46.5146108, 30.0711048 46.5138858, 30.069886 46.5133103, 30.0687403 46.5121593, 30.0685741 46.5111821, 30.0677751 46.5111613, 30.0681624 46.5088793, 30.0679612 46.5080441, 30.0671035 46.5068328, 30.0669758 46.5060943, 30.0675299 46.5054759, 30.0673234 46.5034455, 30.0670422 46.5026214, 30.0662172 46.5022692, 30.0651488 46.5015741, 30.064254 46.5003815, 30.0641394 46.4999503, 30.0642846 46.4995718, 30.0636292 46.4982387, 30.0636658 46.4974158, 30.0638075 46.4968865, 30.0690277 46.4973168, 30.0726691 46.4971885, 30.0746746 46.4965254, 30.0747519 46.4966473, 30.0755015 46.4966225, 30.0771867 46.4962601, 30.0791335 46.4955107, 30.0831081 46.4949199, 30.0876907 46.4944609, 30.0919813 46.4945108, 30.092345 46.4958211, 30.0959381 46.4948595, 30.0964115 46.4958226, 30.09917 46.4952197, 30.1003441 46.4952245, 30.1039151 46.4963859, 30.105246 46.4976876, 30.1029371 46.4985958, 30.102206 46.4991163, 30.1018545 46.4996559, 30.0916912 46.5021777, 30.0895301 46.5025997, 30.0899771 46.5037547, 30.0874689 46.5045627, 30.0814433 46.5116614, 30.0832145 46.5118571, 30.0839385 46.5122038, 30.0837685 46.5159185, 30.0859919 46.5163406, 30.0863703 46.5165521, 30.0864747 46.5168117, 30.0861959 46.5184894, 30.0886815 46.5192287, 30.0881861 46.5213594, 30.0895912 46.5215387, 30.0887673 46.5231465, 30.0877432 46.5257969, 30.0868723 46.5270028, 30.0866971 46.5278767, 30.0860903 46.5293868, 30.0854932 46.530067, 30.0807177 46.5292201, 30.0773709 46.5284567, 30.0767978 46.5295542, 30.0782262 46.5299459, 30.0776639 46.5309813, 30.07621 46.5306591, 30.0736043 46.5349772, 30.0741861 46.5352177, 30.0733072 46.5365914, 30.0720155 46.5360672, 30.0677771 46.5348188, 30.0684175 46.5331028, 30.0666517 46.5325413, 30.0656947 46.5325157, 30.0642249 46.5328395, 30.0640917 46.5325604, 30.06456 46.5320087, 30.0643386 46.5318039, 30.064572 46.5312675, 30.0643834 46.5309709, 30.0644355 46.5300782, 30.0647547 46.5289386, 30.0643343 46.5289234, 30.0636335 46.5283306))",village
Пересыпский район|Пересипський район,"POLYGON((30.8073395 46.5934179, 30.8088354 46.5948660, 30.8028801 46.5953958, 30.8193704 46.6075731, 30.8313753 46.6218937, 30.8131793 46.6291187, 30.8068467 46.6231563, 30.8025758 46.6244474, 30.7959115 46.6162931, 30.8042190 46.6110087, 30.8011983 46.6050484, 30.8142860 46.6043264, 30.8046916 46.5973130, 30.7941716 46.5995060, 30.7953057 46.5927353, 30.7875899 46.5978340, 30.7839359 46.5936409, 30.7860016 46.5922240, 30.7778960 46.5853270, 30.7685897 46.5846604, 30.7638590 46.5791381, 30.7595385 46.5804437, 30.7574739 46.5753462, 30.7522445 46.5751446, 30.7576937 46.5713434, 30.7558109 46.5655426, 30.7325706 46.5622516, 30.7249302 46.5667441, 30.7208484 46.5769325, 30.7175343 46.5758651, 30.7243089 46.5594457, 30.7309962 46.5520773, 30.7088065 46.5526153, 30.6990438 46.5565045, 30.6786796 46.5431351, 30.6627006 46.5427884, 30.6588502 46.5388721, 30.6679220 46.5410271, 30.6740266 46.5373001, 30.6764123 46.5231963, 30.6729017 46.5208980, 30.6815157 46.5206663, 30.6638790 46.5119697, 30.6670907 46.5081336, 30.6725411 46.5093465, 30.6766819 46.5018634, 30.6726278 46.5008758, 30.6759886 46.4965803, 30.6622324 46.4993530, 30.6588487 46.4983987, 30.6591192 46.4928159, 30.6739539 46.4902605, 30.6916985 46.4795203, 30.6994058 46.4800089, 30.7038765 46.4860258, 30.7082882 46.4838531, 30.7180685 46.4968782, 30.7270814 46.4959608, 30.7247684 46.5048322, 30.7302436 46.5049730, 30.7292696 46.5124615, 30.7363541 46.5094541, 30.7384315 46.5128506, 30.7299175 46.5137559, 30.7355653 46.5143653, 30.7331858 46.5148773, 30.7360833 46.5272346, 30.7408005 46.5349618, 30.7588904 46.5489491, 30.7853975 46.5566927, 30.7928510 46.5701522, 30.8039700 46.5707151, 30.8118449 46.5816852, 30.8022293 46.5849558, 30.8073395 46.5934179))",district
